Category,Term,Genes,adj_pval
GOTERM_MF_DIRECT,GO:0016538~cyclin-dependent protein serine/threonine kinase regulator activity,"CCNT2, CCNT1, CCNL1, CKS1B",1
GOTERM_MF_DIRECT,GO:0001968~fibronectin binding,"ITGB1, IGFBP5, MYOC, CTSL, CTSK",1
GOTERM_CC_DIRECT,GO:0031234~extrinsic component of cytoplasmic side of plasma membrane,"ITK, LCK, TNK2, ATP2A2, FYN, JAK2, CYTH1, FRK",0.375191174
BIOCARTA,h_gleevecPathway:Inhibition of Cellular Proliferation by Gleevec,"STAT5A, MAP2K4, MAPK8, FOS, PIK3R1, JAK2",1
UP_KEYWORDS,Melanin biosynthesis,"PMEL, TYRP1, CTNS",0.263593026
KEGG_PATHWAY,hsa04976:Bile secretion,"ABCC4, SLC9A3, AQP8, ATP1B4, ATP1B3, ATP1B2, ATP1A1, NR0B2, ABCG2",0.343603337
UP_SEQ_FEATURE,compositionally biased region:Poly-Asp,"ZNF280D, RANBP3, CHAF1A, CHD4, ANKRD40, GPCPD1, LEMD3, DEF6, COPS9",1
INTERPRO,"IPR013780:Glycosyl hydrolase, family 13, all-beta","FUCA1, FUCA2, NAGA, MAN2B1",1
UP_KEYWORDS,Proto-oncogene,"CSF1R, TAF15, HLF, PDGFB, MLLT1, FOS, BRI3BP, LITAF, HOPX, MYCN, EWSR1, LCK, CREB3L2, FYN, JAK2, CCNL1, JAZF1",0.265337044
KEGG_PATHWAY,hsa04152:AMPK signaling pathway,"CPT1A, IRS1, PIK3R3, PPP2R2A, PIK3R1, CREB1, PPP2R5E, AKT1S1, AKT3, CREB3L2, MLYCD, FBP1, PFKP",0.343603337
KEGG_PATHWAY,hsa01040:Biosynthesis of unsaturated fatty acids,"FADS2, ELOVL2, ELOVL6, HACD2, HACD4",0.343603337
INTERPRO,"IPR019821:Kinesin, motor region, conserved site","CENPE, KIF9, KIF18A, KIF4A, KIF2C, KIF20A",1
GOTERM_BP_DIRECT,"GO:0045892~negative regulation of transcription, DNA-templated","CALCA, CTBP1, NAB1, PDGFB, ENO1, ARNTL, ZNF280D, RBM15B, BTAF1, SALL1, BCL7A, NACC1, SCMH1, KMT5A, SMARCE1, HEXIM1, SMAD4, MBD1, FOXL2, NR1D1, SMARCA4, PER1, PSMC5, ILF3, CENPF, MDFIC, IRF1, COPS2, CRY2, CRY1, CALR, MDFI, EZH2",1
GOTERM_BP_DIRECT,GO:0043123~positive regulation of I-kappaB kinase/NF-kappaB signaling,"TRIM62, TRAF3IP2, GOLT1B, SLC44A2, PELI2, TNFRSF19, LPAR1, LITAF, CTH, UBC, CASP1, HMOX1, FYN, MAP3K14",1
GOTERM_CC_DIRECT,GO:0017053~transcriptional repressor complex,"SMARCE1, AKIRIN2, TBL1XR1, CTBP1, RBBP8, RCOR2, JAZF1",0.411839141
UP_KEYWORDS,Spliceosome,"ZCCHC8, SYNCRIP, HNRNPM, DDX5, HNRNPH1, U2AF2, DHX35, ALYREF, HNRNPU, HNRNPA1, SNRPA",0.281869658
UP_SEQ_FEATURE,domain:BACK,"IVNS1ABP, LGALS3BP, KEAP1, KLHL24, KLHL13",1
GOTERM_BP_DIRECT,GO:0018298~protein-chromophore linkage,"OPN1MW, CRY2, RHO, CRY1",1
GOTERM_MF_DIRECT,GO:0047485~protein N-terminus binding,"EIF5A, SMARCE1, RASSF1, TBL1XR1, ZMYND8, CSNK2A2, SYNGR3, TARBP2, SMARCA4, ARF6",1
GOTERM_BP_DIRECT,GO:0038083~peptidyl-tyrosine autophosphorylation,"ITK, LCK, TNK2, FYN, JAK2, FRK",1
UP_KEYWORDS,Chromosome partition,"ESPL1, MIS12, KIF2C, NEK2, KNL1, SLC25A5",0.281869658
UP_KEYWORDS,Transferase,"PI4K2B, GALNT11, GSK3B, ITK, LPGAT1, NAA40, PIGO, TAT, ZDHHC5, TESK1, CKS1B, MYLK, UBE2Q1, POFUT1, NMRK2, B3GALT2, AKT3, DNMT3B, NEK2, TK1, KMT5A, JAK2, GYG1, MAP2K4, CPT1A, GSTO1, UBE2E3, ELOVL2, CSNK2A2, ELOVL6, ELOVL7, PASK, MASTL, PLA2G15, ITPKC, LCK, HKDC1, CMPK1, ULK2, SIK2, CSF1R, DTYMK, HS3ST3A1, MGST1, PIK3R3, TTK, PIK3R1, TRAK1, ACAT2, AGPAT4, PAPSS1, CKMT2, GRK1, EXTL2, NFS1, MAPK8, ERBB3, MAT2A, UBR5, UAP1L1, PGK1, ST8SIA5, FYN, MAP4K5, FDFT1, PLK4, TNK2, LIMK1, UBE2G2, MAPK14, PARP14, GGCT, CDK8, SNRK, MAP3K15, SBK1, B4GAT1, UBE2S, CDK2, CDK2AP2, PKN2, MAP3K14, FRK, PFKP, EZH2",0.281869658
INTERPRO,IPR002076:GNS1/SUR4 membrane protein,"ELOVL2, ELOVL6, ELOVL7",1
GOTERM_MF_DIRECT,GO:0004866~endopeptidase inhibitor activity,"CSTB, PROS1, CD109, SPP2, SPINT2, RENBP",1
BIOCARTA,h_eif4Pathway:Regulation of eIF4e and p70 S6 Kinase,"IRS1, PIK3R1, MAPK14, EIF4E, EIF4G2, EIF4G1",1
GOTERM_BP_DIRECT,GO:0006644~phospholipid metabolic process,"PLA2G4F, ABHD4, PLPPR3, LPL, PLBD1, APOA1, PLCD1",1
INTERPRO,"IPR015916:Galactose oxidase, beta-propeller","IVNS1ABP, KEAP1, KLHL24, KLHL13, HCFC1",1
GOTERM_CC_DIRECT,GO:0031527~filopodium membrane,"NF2, ANTXR1, SYNE2, ARF6",0.442543632
UP_SEQ_FEATURE,propeptide:Removed in mature form,"SEMA7A, SORT1, PDGFB, RAB11A, GNG13, GNGT1, GRK1, GNG10, EFNA3, ACTC1, CD109, CA4, DPEP1, RAC3, HGFAC, RAB8B, OPCML",1
GOTERM_BP_DIRECT,GO:0014047~glutamate secretion,"SLC1A2, SLC38A2, CPLX1, VAMP2, GLS",1
UP_SEQ_FEATURE,propeptide:Activation peptide,"MMP14, PRSS1, MMP13, CTSL, CTSK, CTSZ, PRSS27, CTSB",1
KEGG_PATHWAY,hsa04727:GABAergic synapse,"GNGT1, GNG10, SLC32A1, GNB3, CACNA1F, SLC38A3, SLC38A2, GABARAP, GNG13, GLS",0.384426314
GOTERM_CC_DIRECT,GO:0005813~centrosome,"GSK3B, NUMA1, VPS4B, BICDL1, CHD4, SNX10, KIF15, CDC20, ACTR1B, CDC45, MYO18B, NEK2, TOPBP1, LZTS2, CEP55, CEP78, GEN1, PLK4, ODF2, RAB3IP, MASTL, RAB11A, CENPF, ESPL1, CDK2, PKN2, TUBGCP4, MAPRE1",0.443464624
GOTERM_BP_DIRECT,GO:0043312~neutrophil degranulation,"VAMP8, STXBP2, VAMP2",1
GOTERM_BP_DIRECT,"GO:0034626~fatty acid elongation, polyunsaturated fatty acid","ELOVL2, ELOVL6, ELOVL7",1
GOTERM_BP_DIRECT,GO:0045719~negative regulation of glycogen biosynthetic process,"GSK3B, SELENOS, PASK",1
GOTERM_BP_DIRECT,GO:0006004~fucose metabolic process,"POFUT1, FUCA1, FUCA2",1
GOTERM_BP_DIRECT,"GO:0034625~fatty acid elongation, monounsaturated fatty acid","ELOVL2, ELOVL6, ELOVL7",1
GOTERM_BP_DIRECT,GO:0045822~negative regulation of heart contraction,"ATP2A2, ATP1A1, JAK2",1
GOTERM_BP_DIRECT,"GO:0019367~fatty acid elongation, saturated fatty acid","ELOVL2, ELOVL6, ELOVL7",1
GOTERM_MF_DIRECT,GO:0102336~3-oxo-arachidoyl-CoA synthase activity,"ELOVL2, ELOVL6, ELOVL7",1
GOTERM_MF_DIRECT,GO:0009922~fatty acid elongase activity,"ELOVL2, ELOVL6, ELOVL7",1
GOTERM_MF_DIRECT,GO:0102337~3-oxo-cerotoyl-CoA synthase activity,"ELOVL2, ELOVL6, ELOVL7",1
GOTERM_MF_DIRECT,GO:0102338~3-oxo-lignoceronyl-CoA synthase activity,"ELOVL2, ELOVL6, ELOVL7",1
GOTERM_CC_DIRECT,"GO:0000775~chromosome, centromeric region","CENPT, CENPE, CENPF, NUF2, MIS12, CDCA8, KIF2C",0.449378731
UP_KEYWORDS,Sodium/potassium transport,"ATP1B3, ATP1B2, ATP1A1",0.311619628
GOTERM_BP_DIRECT,GO:0071310~cellular response to organic substance,"EGR2, CASP1, CALR, IQGAP3",1
GOTERM_BP_DIRECT,GO:0050908~detection of light stimulus involved in visual perception,"GNAT2, CACNA2D4, CACNA1F, GUCY2F",1
UP_KEYWORDS,Prenylation,"LMNB2, RAB11A, LMNB1, GNG13, GNGT1, PTP4A1, GRK1, CENPE, GNG10, CENPF, DNAJA2, RAC3, RAB8B",0.314171645
GOTERM_BP_DIRECT,GO:0035338~long-chain fatty-acyl-CoA biosynthetic process,"ELOVL2, PPT1, ACSL6, ELOVL6, ELOVL7, HACD2",1
GOTERM_BP_DIRECT,GO:0006986~response to unfolded protein,"DNAJB1, HSPA1L, HSPA4L, UBXN4, THBS4, MANF",1
GOTERM_BP_DIRECT,GO:0051496~positive regulation of stress fiber assembly,"MYOC, LIMK1, LPAR1, APOA1, NF2, PFN2",1
GOTERM_BP_DIRECT,GO:0071549~cellular response to dexamethasone stimulus,"FECH, CRH, DNMT3B, HNRNPU, EIF4E",1
UP_KEYWORDS,Lyase,"NEIL3, FECH, CTH, CRY2, CA4, CRY1, ASL, ENO1, MLYCD, HACD2, GUCY2F, HACD4",0.314171645
GOTERM_BP_DIRECT,GO:0021766~hippocampus development,"KDM6B, GSK3B, DLX2, SLC32A1, NF2, FGF13, EZH2",1
UP_KEYWORDS,Magnesium,"ITGB1, MIPEP, PPM1L, SAR1B, TESK1, SLC41A1, ATP2A2, ATP1A1, PPM1K, ENO1, MYLK, GNA14, ALKBH2, SMPD4, GNAT2, IMPA1, MAT2A, NMRK2, NEK2, JAK2, FDFT1, GEN1, PPTC7, TNK2, ACSL6, SNRK, MAP3K15, ITGA11, CDK2, SIK2, FBP1, PFKP",0.314171645
INTERPRO,IPR016201:Plexin-like fold,"ITGB1, SEMA7A, ITGB5, PLXNA2, PLXNA1, PLXDC2",1
GOTERM_MF_DIRECT,GO:0042169~SH2 domain binding,"IRS1, LCK, JAK2, SYNGR3, SHCBP1",1
GOTERM_MF_DIRECT,GO:0031072~heat shock protein binding,"GPR37, HSPA1L, LIMK1, DNAJA2, FKBP4, FKBP5",1
GOTERM_BP_DIRECT,GO:0071260~cellular response to mechanical stimulus,"MAP2K4, MAPK8, IRF1, CASP1, ATP1A1, SLC38A2, MAP3K14, KCNJ2",1
KEGG_PATHWAY,hsa04022:cGMP-PKG signaling pathway,"IRS1, ATP2A2, ATP1B4, ATP1B3, ATP1B2, ATP1A1, CACNA1F, MYLK, SLC8A3, PPP1CB, CREB1, AKT3, CREB3L2, SLC25A5, ATF4",0.413867656
KEGG_PATHWAY,hsa05231:Choline metabolism in cancer,"PLA2G4F, MAPK8, SLC44A4, SLC44A2, AKT3, PDGFB, PIK3R3, RAC3, FOS, PIK3R1, GPCPD1",0.413867656
GOTERM_BP_DIRECT,GO:0000082~G1/S transition of mitotic cell cycle,"ITGB1, CDC45, CUL5, CDK2, RBBP8, RCC1, FBXO5, EIF4E, IQGAP3, CDC25A",1
UP_SEQ_FEATURE,binding site:Substrate,"ACY3, NAGA, ENO1, GPCPD1, MTMR7, ALKBH3, PTP4A1, ALKBH2, ITPKC, RDH12, IMPA1, NMRK2, IVD, CTH, UAP1L1, PGK1, DPEP1, FBP1, PLCD1, PFKP",1
UP_KEYWORDS,Vision,"GRK1, RDH12, OPN1MW, GNAT2, MIP, ABCA4, PPT1, RHO, CACNA1F, GUCY2F",0.32585829
UP_SEQ_FEATURE,region of interest:Tail,"KRT18, KRT17, KRT14, MYO18B, KRT8, KRT5, LMNB2, LMNB1",1
GOTERM_CC_DIRECT,GO:0001726~ruffle,"ITGB1, KIF18A, TESC, FSCN1, MYH9, ARFIP2, NF2, S100A11, ARF6",0.497594219
INTERPRO,"IPR015415:Vps4 oligomerisation, C-terminal","VCP, KATNAL1, VPS4B",1
UP_SEQ_FEATURE,repeat:1-2,"SYNCRIP, CENPF, HNRNPH1, CALR, MYLK",1
GOTERM_CC_DIRECT,GO:0070688~MLL5-L complex,"PPP1CB, ACTB, HCFC1",0.497594219
GOTERM_CC_DIRECT,GO:0000940~condensed chromosome outer kinetochore,"CENPE, CENPF, SKA1",0.497594219
GOTERM_MF_DIRECT,GO:0003723~RNA binding,"KHDRBS3, NUFIP2, HNRNPU, YBX1, RPF1, ELAVL3, YY1, RPS4X, SYNCRIP, RBM15B, U2AF2, UBR5, RPL13, HNRNPA1, EXOSC1, AGFG1, HNRNPA0, SRSF12, EIF5A, SMARCE1, PUS3, TIA1, STRBP, HNRNPAB, HNRNPM, ILF3, DKC1, EWSR1, HNRNPH1, AGO1, FAU, SNRPA, EIF4G2, EIF3B, EIF4G1",1
GOTERM_BP_DIRECT,GO:0006611~protein export from nucleus,"EIF5A, GSK3B, CRB1, EGR2, CALR",1
GOTERM_BP_DIRECT,GO:0001935~endothelial cell proliferation,"MMP14, CALCA, HMOX1, APOA1",1
SMART,SM00423:PSI,"ITGB1, SEMA7A, ITGB5, PLXNA2, PLXNA1, PLXDC2",1
KEGG_PATHWAY,hsa05210:Colorectal cancer,"GSK3B, SMAD4, MAPK8, AKT3, PIK3R3, RAC3, FOS, PIK3R1",0.431881734
GOTERM_BP_DIRECT,GO:0050821~protein stabilization,"RASSF1, CREB1, TESC, APOA1, ATP1B3, ATP1B2, CALR, PIK3R1, IFI30, PFN2, SAV1, HCFC1",1
GOTERM_CC_DIRECT,GO:0031965~nuclear membrane,"OSBPL6, RETSAT, SORT1, TMEM176B, INTS2, YBX1, TMEM97, TMC6, APEH, SYNE2, LMNB1, NR4A1, SIX2, RCC1, PTGDS, SCAI, TMPO",0.500139793
GOTERM_MF_DIRECT,GO:0001671~ATPase activator activity,"DNAJB1, AHSA1, ATP1B3, ATP1B2",1
GOTERM_MF_DIRECT,GO:0005328~neurotransmitter:sodium symporter activity,"SLC6A7, SLC6A9, SLC6A13, SLC6A11",1
UP_SEQ_FEATURE,domain:PH,"ITK, OSBPL6, IQSEC2, IRS1, ARHGEF16, ASAP1, TRIOBP, DEF6, FERMT1, PLEKHS1, PSD3, AKT3, PHLDA2, CYTH1, PLCD1, SKAP2, RALGPS2",1
INTERPRO,IPR027417:P-loop containing nucleoside triphosphate hydrolase,"HBS1L, MCM9, HNRNPU, CHD4, CHTF18, KIF15, SMC2, GNAT2, NMRK2, DHX58, MYO18B, RAC3, TK1, RAB8B, ABCC4, GTPBP2, GNL1, KIF9, CACNB4, KATNAL1, CMPK1, MYH9, KIF2C, KIF20A, DAP3, ABCG2, ARF6, DTYMK, VCP, DDX5, HS3ST3A1, ABCB7, SAR1B, VPS4B, RAD54B, PAPSS1, GNA14, BTAF1, DHX35, MPP1, ABCA4, IRGC, SMARCA5, RAB11A, SMARCA4, CENPE, KIF18A, PSMC5, KIF4A, TJP3",1
INTERPRO,IPR000175:Sodium:neurotransmitter symporter,"SLC6A7, SLC6A9, SLC6A13, SLC6A11",1
GOTERM_BP_DIRECT,GO:1901409~positive regulation of phosphorylation of RNA polymerase II C-terminal domain,"CCNT2, CCNT1, CCNL1",1
GOTERM_BP_DIRECT,GO:0051315~attachment of mitotic spindle microtubules to kinetochore,"CENPE, MIS12, KIF2C",1
GOTERM_BP_DIRECT,GO:0014902~myotube differentiation,"STIM1, SORT1, BARX2",1
GOTERM_BP_DIRECT,GO:0006879~cellular iron ion homeostasis,"SMAD4, ABCB7, FTH1, HMOX1, ISCU, ABCG2",1
INTERPRO,IPR000330:SNF2-related,"BTAF1, SMARCA5, CHD4, SMARCA4, RAD54B",1
GOTERM_CC_DIRECT,GO:0071013~catalytic step 2 spliceosome,"ZCCHC8, SYNCRIP, HNRNPM, DDX5, HNRNPH1, DHX35, ALYREF, HNRNPU, HNRNPA1",0.522798602
UP_SEQ_FEATURE,repeat:2-2,"SYNCRIP, CENPF, HNRNPH1, CALR, MYLK",1
UP_SEQ_FEATURE,repeat:1-1,"SYNCRIP, CENPF, HNRNPH1, CALR, MYLK",1
KEGG_PATHWAY,hsa00270:Cysteine and methionine metabolism,"MAT2A, TAT, CTH, DNMT3B, MRI1, CDO1",0.44185076
UP_SEQ_FEATURE,domain:FERM,"FERMT1, MYLIP, FRMPD2, NF2, JAK2, FRMD1",1
UP_SEQ_FEATURE,short sequence motif:DEGH box,"BTAF1, SMARCA4, RAD54B",1
KEGG_PATHWAY,hsa05142:Chagas disease (American trypanosomiasis),"MAP2K4, GNA14, MAPK8, AKT3, PIK3R3, PPP2R2A, FOS, CD247, CALR, PIK3R1, MAPK14",0.44185076
GOTERM_MF_DIRECT,GO:0000166~nucleotide binding,"TIA1, TAF15, ALYREF, RBM4B, UPF3B, ATP1A1, LEMD3, PPRC1, HNRNPAB, ELAVL3, SYNCRIP, HNRNPM, RBM15B, U2AF2, EWSR1, HNRNPH1, RAVER2, CRY1, HNRNPA1, TRIB2, SNRPA, HNRNPA0, EIF3B, SRSF12",1
GOTERM_BP_DIRECT,GO:0001666~response to hypoxia,"EGR1, POSTN, SMAD4, SOD3, PGF, TGFBR3, MMP14, CREB1, CLDN3, UCP2, CASP1, CAPN2, DNMT3B, HMOX1",1
UP_KEYWORDS,Manganese,"MIPEP, GALNT11, PPTC7, PPM1L, TESK1, PPM1K, PPP1CB, EXTL2, B4GAT1, XPNPEP1, POFUT1, B3GALT2, FYN, GYG1",0.377533308
UP_KEYWORDS,Lipid biosynthesis,"FADS2, LPGAT1, ELOVL2, SERINC1, ELOVL6, ELOVL7, MLYCD, PTGDS, HACD2, HACD4, FDFT1, AGPAT4",0.377533308
INTERPRO,IPR001849:Pleckstrin homology domain,"ITK, OSBPL6, IQSEC2, IRS1, ARHGEF16, ASAP1, TRIOBP, DEF6, FERMT1, ADAP2, PLEKHS1, PSD3, AKT3, PHLDB3, PHLDA2, CYTH1, PLCD1, SKAP2, RALGPS2",1
GOTERM_MF_DIRECT,GO:0016301~kinase activity,"PI4K2B, GSK3B, DTYMK, TNK2, PIK3R3, PIK3R1, MASTL, CKS1B, MYLK, CKMT2, GRK1, MAPK8, LCK, CDK2, CDK2AP2, PKN2, JAK2, MAP3K14",1
GOTERM_BP_DIRECT,GO:0043536~positive regulation of blood vessel endothelial cell migration,"STAT5A, PDGFB, AMOTL1, MAPK14",1
GOTERM_BP_DIRECT,GO:0010824~regulation of centrosome duplication,"GEN1, VPS4B, RNF103-CHMP3, CHMP5",1
KEGG_PATHWAY,hsa04744:Phototransduction,"GNGT1, GRK1, GNAT2, RHO, GUCY2F",0.444707924
UP_SEQ_FEATURE,domain:VWFA,"ITGB1, ITGB5, ITGA11, VWA1, COL21A1, CACNA2D4, ANTXR1",1
KEGG_PATHWAY,hsa04068:FoxO signaling pathway,"PLK4, SMAD4, IRS1, FBXO25, PIK3R3, PIK3R1, MAPK14, GABARAP, ATG12, KLF2, MAPK8, AKT3, CDK2",0.444707924
UP_KEYWORDS,SH3 domain,"MPP1, SH3GLB1, ITK, TNK2, ARHGEF16, SLA, ASAP1, PIK3R1, CACNB4, LCK, TP53BP2, FYN, FRK, TJP3, SKAP2",0.388872753
GOTERM_BP_DIRECT,GO:0010628~positive regulation of gene expression,"TESC, PDGFB, RBM4B, HNRNPU, LRRC32, MAPK14, IQGAP3, NR0B2, HCFC1, MAPK8, MYCN, ACTC1, C1QTNF1, NFIL3, ERBB3, CRH, DNMT3B, CALR, ATF4",1
GOTERM_BP_DIRECT,GO:0030433~ER-associated ubiquitin-dependent protein catabolic process,"VCP, PSMC5, SELENOS, HSPA5, UBE2G2, UBXN4, RNF185",1
GOTERM_CC_DIRECT,GO:0005834~heterotrimeric G-protein complex,"GNGT1, GNA14, GNG10, GNAT2, GNG13",0.565976229
INTERPRO,IPR011993:Pleckstrin homology-like domain,"ITK, IRS1, FRMPD2, ASAP1, TRIOBP, MTMR7, ADAP2, PSD3, AKT3, JAK2, PHLDA2, CYTH1, RALGPS2, MYLIP, OSBPL6, RANBP3, IQSEC2, ARHGEF16, FRMD1, DEF6, FERMT1, PLEKHS1, NF2, PHLDB3, WDFY4, PLCD1, SKAP2",1
GOTERM_BP_DIRECT,GO:0016032~viral process,"ACY3, CUL5, CCNT1, KRT8, PIK3R1, SYNCRIP, RBM15B, KRT18, CREB1, PACS2, MDFIC, NACA, LCK, RCC1, FYN, CD247, SLC25A5, HNRNPA1, ATP6V0C, EIF4E, EIF4G1",1
INTERPRO,"IPR008266:Tyrosine-protein kinase, active site","PLK4, ITK, CSF1R, LCK, TNK2, TESK1, FYN, JAK2, FRK",1
GOTERM_CC_DIRECT,GO:0031982~vesicle,"VAMP8, KIF9, PLA2G4F, DPP7, GDI2, SPNS1, STMN2, STOM, LZTS2, VAMP2, RAB11A",0.565976229
GOTERM_CC_DIRECT,GO:0016281~eukaryotic translation initiation factor 4F complex,"EIF4E, EIF4G2, EIF4G1",0.565976229
GOTERM_BP_DIRECT,GO:1901796~regulation of signal transduction by p53 class mediator,"ING5, TPX2, CSNK2A2, UBC, CDK2, TP53BP2, RBBP8, CHD4, KMT5A, TOPBP1, MAPK14",1
GOTERM_MF_DIRECT,GO:0016787~hydrolase activity,"LYPLA2, ASAH1, PRSS1, VCP, DAGLA, ABHD4, ABHD2, ABHD17C, PRDX6, TMPPE, PPP1CB, XPNPEP1, DHX58, NOTUM, CTSB",1
UP_KEYWORDS,Chromosome,"CENPT, NUMA1, MBD1, MIS12, CDCA8, KNL1, FBXO11, SKA1, SMC2, CENPE, CENPF, KANSL1, CENPI, KIF4A, NUF2, NUSAP1, RBBP8, KNTC1, NEK2, KIF2C, NCAPD2, TOPBP1, KMT5A, TMPO",0.40537052
KEGG_PATHWAY,hsa04014:Ras signaling pathway,"CSF1R, PLA2G4F, PDGFB, PIK3R3, PIK3R1, PGF, GNG13, GNGT1, GNG10, RASSF1, EFNA3, MAPK8, FGF14, AKT3, GNB3, RAC3, FGF13, FGF22, ARF6",0.46096125
GOTERM_BP_DIRECT,GO:0009653~anatomical structure morphogenesis,"FBN3, KRT18, SIX2, ONECUT1, SCMH1, FSCN1, FAT1, NFE2L1, MPZL2",1
GOTERM_BP_DIRECT,GO:0007179~transforming growth factor beta receptor signaling pathway,"ITGB1, TGFBR3, SMAD4, CREB1, ITGB5, UBC, PDGFB, APOA1, FOS",1
GOTERM_MF_DIRECT,GO:0004715~non-membrane spanning protein tyrosine kinase activity,"ITK, LCK, TNK2, FYN, JAK2, FRK",1
KEGG_PATHWAY,hsa04390:Hippo signaling pathway,"GSK3B, CRB1, FZD3, SMAD4, PPP2R2A, FRMD1, ACTB, SAV1, SOX2, PPP1CB, RASSF1, TP53BP2, NF2, YWHAG",0.464076687
INTERPRO,"IPR018039:Intermediate filament protein, conserved site","KRT18, KRT17, KRT14, KRT8, KRT5, LMNB2, LMNB1",1
GOTERM_BP_DIRECT,GO:0043984~histone H4-K16 acetylation,"KANSL1, WDR5, MSL2, HCFC1",1
GOTERM_MF_DIRECT,GO:0004197~cysteine-type endopeptidase activity,"ESPL1, CTSL, CTSK, CTSZ, CASP1, CTSB, LGMN",1
GOTERM_BP_DIRECT,GO:0086009~membrane repolarization,"ATP1B3, ATP1B2, ATP1A1",1
GOTERM_BP_DIRECT,GO:0035767~endothelial cell chemotaxis,"NR4A1, EGR3, CORO1B",1
UP_SEQ_FEATURE,region of interest:Coil 2,"KRT18, KRT17, KRT14, KRT8, KRT5, LMNB2, LMNB1",1
GOTERM_MF_DIRECT,GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,"SMARCE1, EGR2, SMARCD2, SMAD4, KLF13, HELT, NR1H3, CHD4, FOXL2, NR1D1, YBX1, FOS, ACTB, SMARCA4, PER1, CREB1, SALL1, IRF1, SIX2, AGO1, CREB3L2, E2F4, ATF4, E2F8",1
GOTERM_MF_DIRECT,GO:1990841~promoter-specific chromatin binding,"EGR1, E2F4, WDR13, EZH2",1
INTERPRO,"IPR000169:Cysteine peptidase, cysteine active site","CTSL, CTSK, CAPN2, CTSB",1
KEGG_PATHWAY,hsa04931:Insulin resistance,"PPP1CB, GSK3B, CPT1A, MAPK8, CREB1, IRS1, AKT3, CREB3L2, PIK3R3, NR1H3, PIK3R1",0.46909027
GOTERM_CC_DIRECT,GO:0030667~secretory granule membrane,"VAMP8, CA4, EXOC3, VAMP2",0.614100142
GOTERM_CC_DIRECT,GO:0043025~neuronal cell body,"GSK3B, FZD3, CALCA, NUMA1, SORT1, STMN2, LPAR1, CPLX1, HCFC1, DPYSL2, PPT1, TIMP2, S100A5, RAC3, SNCG, APOD, FKBP4, SLC38A2, KCNJ2, PVALB, AGFG1",0.618983675
GOTERM_MF_DIRECT,"GO:0046934~phosphatidylinositol-4,5-bisphosphate 3-kinase activity","ERBB3, IRS1, LCK, PDGFB, FYN, PIK3R1, FGF22",1
GOTERM_BP_DIRECT,GO:0046854~phosphatidylinositol phosphorylation,"PI4K2B, ERBB3, IMPA1, IRS1, LCK, PDGFB, FYN, PIK3R1, FGF22",1
GOTERM_CC_DIRECT,GO:0000776~kinetochore,"CENPT, CENPE, CENPF, KIF18A, CENPI, TTK, KIF2C, NEK2",0.620924169
GOTERM_MF_DIRECT,GO:0051082~unfolded protein binding,"DNAJB1, CHAF1A, SHQ1, HSPA1L, HSPA5, DNAJA2, TTC1, CALR, TUBB4B, SRSF12",1
GOTERM_BP_DIRECT,GO:0000910~cytokinesis,"ESPL1, MYH9, KIF20A, KLHL13, LZTS2, RAB11A",1
INTERPRO,"IPR014352:FERM/acyl-CoA-binding protein, 3-helical bundle","FERMT1, MYLIP, ECI2, FRMPD2, NF2, FRMD1",1
UP_KEYWORDS,S-nitrosylation,"MAPK8, DPYSL2, MAP1B, ANXA5, CDK2, KCNJ2",0.458680146
GOTERM_MF_DIRECT,GO:0044212~transcription regulatory region DNA binding,"EGR2, SMAD4, CCNT1, TFEB, NR1H3, NR1D1, FOS, KLF15, SOX2, YY1, CREB1, SALL1, TBL1XR1, CREB3L2, RCOR2, ATF4",1
UP_SEQ_FEATURE,domain:TSP N-terminal,"COL24A1, COL9A1, COL21A1, THBS4",1
INTERPRO,"IPR011021:Arrestin-like, N-terminal","ARRDC1, ARRDC3, TXNIP",1
INTERPRO,IPR011022:Arrestin C-terminal-like domain,"ARRDC1, ARRDC3, TXNIP",1
GOTERM_MF_DIRECT,GO:0019903~protein phosphatase binding,"CSF1R, VCP, LCK, PPP6R3, NEK2, PIK3R1, MAPK14",1
GOTERM_BP_DIRECT,GO:0055114~oxidation-reduction process,"MOXD1, VKORC1L1, FRRS1, RETSAT, GDI1, CTBP1, TYRP1, GDI2, MGST1, IFI30, FADS2, RDH12, SESN1, FTH1, DECR2, PRODH, FDFT1, KDM6B, CYP2J2, ABCC4, HGD, GSTO1, SDHC, PRDX6, SOD3, ALDH3A2, CYP39A1, MSRA, CYP24A1, LOX, P4HA2, BLVRB, CDO1, HPD, MSRB1, ALDH9A1",1
GOTERM_MF_DIRECT,GO:0070412~R-SMAD binding,"SMAD4, RANBP3, FOS, LDLRAD4",1
GOTERM_CC_DIRECT,GO:0030426~growth cone,"SHTN1, GSK3B, STIM1, DPYSL2, FSCN1, STMN2, TIMP2, RAC3, MAPT, FGF13",0.652271182
INTERPRO,IPR019748:FERM central domain,"FERMT1, MYLIP, FRMPD2, NF2, JAK2, FRMD1",1
INTERPRO,IPR019749:Band 4.1 domain,"FERMT1, MYLIP, FRMPD2, NF2, JAK2, FRMD1",1
GOTERM_BP_DIRECT,GO:0035914~skeletal muscle cell differentiation,"EGR1, NR4A1, EGR2, HLF, COPS2, FOS",1
